2.6236	1.454	1.9465
2.6233	1.46	1.89
2.6307	1.4434	1.9617
2.6685	1.4722	1.8837
2.6426	1.4549	1.9509
2.6503	1.4968	1.8737
2.6286	1.4708	1.9395
2.6506	1.4258	1.9003
2.6076	1.4611	1.9491
2.6491	1.4473	1.8837
2.6246	1.4974	1.9324
2.6476	1.4685	1.8796
2.6213	1.4671	1.9487
2.6535	1.4514	1.8833
2.6308	1.454	1.9537
2.6059	1.4992	1.8827
2.5908	1.4981	1.9551
2.6541	1.4561	1.8744
2.6346	1.4461	1.9451
2.6605	1.4273	1.8871
2.6265	1.4667	1.9397
2.6643	1.4247	1.8984
2.6256	1.478	1.932
2.665	1.4281	1.8943
2.6285	1.4882	1.9172
2.6324	1.4745	1.9023
2.6317	1.4367	1.9659
2.6645	1.4374	1.8877
2.6372	1.481	1.9409
2.6432	1.4355	1.8914
2.6231	1.4885	1.9389
2.6304	1.4869	1.8675
2.614	1.485	1.9397
2.6697	1.4169	1.8761
2.6399	1.443	1.9386
2.6486	1.4442	1.8853
2.6193	1.4409	1.9531
2.6411	1.454	1.8688
2.6216	1.4581	1.9401
2.6075	1.5095	1.8615
2.5912	1.4938	1.932
2.6322	1.4724	1.8767
2.6229	1.5191	1.9333
2.5688	1.5913	1.837
2.547	1.5656	1.8353
2.5211	1.5565	1.9041
2.6424	1.4277	1.9242
2.6962	1.3983	1.8827
2.6333	1.4384	1.9509
2.6395	1.4625	1.8812
2.6007	1.4508	1.9501
2.6225	1.4528	1.8794
2.6185	1.4495	1.9573
2.6325	1.4726	1.8884
2.6212	1.4727	1.9382
2.6565	1.4568	1.8751
2.6437	1.4197	1.9535
2.6501	1.4461	1.8847
2.6397	1.4168	1.956
2.6382	1.4639	1.899
2.623	1.3891	1.9461
2.6243	1.4239	1.8808
2.6327	1.4356	1.9621
2.6509	1.4367	1.8904
2.6211	1.462	1.9564
2.6429	1.4566	1.8858
2.6386	1.4767	1.9347
2.6647	1.4338	1.8803
2.6419	1.4558	1.9533
2.655	1.4373	1.8829
2.6238	1.4366	1.9412
2.6303	1.4502	1.8688
2.6224	1.4863	1.9416
2.6613	1.4573	1.8857
2.6368	1.4641	1.9365
2.6582	1.4699	1.8659
2.6415	1.4464	1.956
2.6576	1.4591	1.8849
2.6014	1.4742	1.9559
2.6112	1.4913	1.8845
2.6188	1.4444	1.9444
2.6402	1.4607	1.8754
2.6424	1.46	1.9465
2.6573	1.4763	1.8759
2.6485	1.4812	1.9137
2.6779	1.414	1.904
